participant_id,wave_month,examination_stress,academic_pressure,homework_burden,school_climate,bullying_exposure,harsh_discipline,educational_aspirations,fear_of_failure,teacher_support,counselling_access,household_assets,food_insecurity,economic_strain,employment_pressure,financial_stress,digital_access,household_instability,internalised_stigma,community_stigma,family_stigma,school_stigma,mental_health_literacy,help_seeking_intention,help_seeking_behaviour,awareness_of_services,resilience_score,social_support,family_connectedness,peer_support,community_connectedness,religious_support,school_belonging
NEPS-SIE-0074,24,7.3,1.4,3.2,Supportive,Verbal,Often,Employment,3.2,4.2,Don't know,13,Moderate,1.4,Family expects,3.8,,Highly unstable,5.3,5.3,8.2,3.8,11.6,Maybe,Informal,,8.7,7.2,4.1,17.0,7.2,9.5,2.7
NEPS-SIE-0075,6,1.1,9.1,3.6,Supportive,Physical,Often,Vocational,8.4,5.5,No,7,Mild,8.3,,7.5,Smartphone,Highly unstable,7.0,3.8,0.3,9.6,7.4,No,Professional,,58.2,9.5,11.9,3.2,2.9,2.8,4.9
NEPS-SIE-0075,12,0.1,8.3,4.2,Supportive,Cyber,Rarely,Employment,4.7,7.2,No,20,,2.9,Family expects,0.6,Smartphone,Highly unstable,7.5,5.0,0.1,8.3,13.6,Maybe,Religious,,50.2,14.2,8.5,3.1,19.5,10.4,19.6
NEPS-SIE-0075,18,1.3,2.1,6.2,Supportive,Cyber,Rarely,University,8.2,4.7,No,20,Severe,8.3,Family expects,0.5,Shared,Highly unstable,4.2,2.7,1.0,3.6,15.6,Maybe,Professional,Good,28.2,10.8,1.3,11.9,15.1,6.2,11.0
NEPS-SIE-0075,24,6.4,0.3,2.7,Hostile,Multiple,Never,Undecided,0.5,3.1,No,0,Moderate,7.5,Financial need,5.0,Shared,Some instability,7.3,9.7,7.0,1.0,8.1,No,Professional,,80.7,3.0,11.7,7.6,11.7,17.0,5.8
NEPS-SIE-0076,6,1.5,4.6,8.9,Supportive,Verbal,Rarely,Vocational,7.7,1.6,Don't know,16,Moderate,4.5,Family expects,3.4,Shared,Highly unstable,8.6,4.3,8.9,7.7,7.8,Yes,Professional,Good,56.7,19.9,1.9,0.3,15.3,6.2,17.4
NEPS-SIE-0076,12,8.0,9.0,5.0,Neutral,Physical,Rarely,Employment,1.6,2.8,No,11,,0.7,Financial need,2.6,,Some instability,7.6,4.4,9.2,9.4,19.4,Maybe,Professional,Some,85.9,8.0,17.1,18.3,2.6,7.3,16.9
NEPS-SIE-0076,18,9.5,3.7,6.8,Hostile,Cyber,Sometimes,University,6.2,6.4,Don't know,7,,1.5,,2.9,Basic phone,Highly unstable,4.0,0.7,3.9,4.6,1.9,Maybe,,,53.5,16.4,2.2,3.6,2.2,19.2,7.9
NEPS-SIE-0076,24,4.3,4.0,0.6,Neutral,Multiple,Often,Vocational,7.0,4.8,No,14,,5.5,Financial need,1.5,Basic phone,Some instability,5.7,9.9,7.7,0.6,16.2,Maybe,,Good,5.4,17.4,19.1,13.7,5.4,12.7,1.7
NEPS-SIE-0077,6,0.7,4.1,3.0,Hostile,Cyber,Often,Vocational,6.7,2.6,Yes,2,Severe,3.4,Self pressure,1.6,Shared,Some instability,4.8,5.4,7.8,9.7,8.7,No,,Good,56.1,17.9,4.0,14.5,11.6,2.9,13.3
NEPS-SIE-0077,12,8.2,7.3,8.3,Hostile,Physical,Never,Vocational,9.0,9.3,No,10,,7.9,Financial need,2.6,Smartphone,Some instability,9.4,8.6,6.3,6.4,11.6,Yes,Informal,,97.9,8.4,10.9,3.3,7.6,7.0,19.0
NEPS-SIE-0077,18,9.7,5.8,0.1,Neutral,,Sometimes,Employment,5.0,8.7,Don't know,15,Severe,4.1,Self pressure,3.5,,Highly unstable,9.7,3.4,9.3,4.6,7.5,No,Informal,,43.6,5.7,13.2,13.6,12.7,14.0,18.8
NEPS-SIE-0077,24,9.1,1.0,0.9,Supportive,,Never,Undecided,1.0,7.5,Don't know,17,,6.3,,6.7,,Stable,2.2,4.5,3.8,2.0,9.4,Yes,Religious,Some,41.3,16.4,14.1,14.8,0.2,7.5,4.5
NEPS-SIE-0078,6,2.8,8.8,2.6,Neutral,Verbal,Never,Undecided,0.3,0.3,No,16,Moderate,3.4,Financial need,2.4,,Stable,6.2,3.9,0.5,9.3,8.6,No,,,17.4,18.1,10.3,8.7,2.0,16.0,10.1
NEPS-SIE-0078,12,6.3,7.8,8.4,Hostile,Physical,Rarely,Employment,2.0,0.9,No,0,Mild,0.3,,5.7,Smartphone,Highly unstable,7.3,9.8,6.3,7.8,3.7,No,Informal,Some,19.4,16.8,14.5,16.1,7.6,5.2,1.0
NEPS-SIE-0078,18,0.8,1.4,0.2,Hostile,,Never,Undecided,9.3,1.2,Yes,9,Moderate,8.9,,0.8,Shared,Stable,3.9,4.9,0.2,0.7,19.2,Yes,Informal,,42.0,17.8,12.7,9.0,3.2,6.0,18.1
NEPS-SIE-0078,24,6.6,6.3,8.5,Supportive,Physical,Sometimes,Undecided,9.9,6.0,Yes,5,Moderate,9.3,Family expects,6.1,Smartphone,Highly unstable,5.1,1.5,8.7,1.1,4.3,Maybe,Informal,Good,8.3,13.8,2.5,5.5,4.0,1.8,14.2
NEPS-SIE-0079,6,6.5,4.7,8.1,Neutral,Multiple,Often,Vocational,2.5,2.0,Don't know,8,Severe,1.0,Self pressure,1.7,Basic phone,Highly unstable,4.9,8.8,4.2,7.5,16.3,No,Professional,,38.3,4.0,7.1,18.0,16.4,9.0,17.8
NEPS-SIE-0079,12,9.6,2.5,4.1,Hostile,Multiple,Sometimes,Undecided,0.3,1.8,No,13,Mild,3.6,,2.2,Shared,Some instability,1.5,3.1,0.1,6.9,14.3,Yes,,,79.5,18.0,11.2,7.7,12.0,10.5,2.1
NEPS-SIE-0079,18,2.8,6.1,8.8,Hostile,,Often,Undecided,3.2,3.2,Yes,1,Severe,5.0,Self pressure,4.2,Smartphone,Some instability,1.7,3.3,3.8,5.8,5.7,No,Professional,Some,28.4,16.8,8.1,17.9,18.4,0.8,12.9
NEPS-SIE-0079,24,0.7,1.0,8.0,Hostile,Physical,Sometimes,Employment,7.5,4.0,Don't know,10,Severe,6.1,Financial need,3.0,,Some instability,8.5,9.7,1.2,3.7,12.4,Yes,Informal,Good,82.5,2.8,19.9,17.2,14.5,4.5,1.8
NEPS-SIE-0080,6,7.2,8.1,8.2,Hostile,,Never,Employment,8.8,0.4,Yes,9,,2.6,Financial need,2.7,Basic phone,Stable,5.8,1.2,3.2,1.5,11.7,Maybe,,,12.2,10.6,11.6,13.2,19.5,6.4,14.6
NEPS-SIE-0080,12,2.3,2.6,3.0,Supportive,Physical,Rarely,Vocational,6.9,0.8,No,1,Mild,0.1,Family expects,4.7,,Stable,4.9,3.4,8.1,7.6,10.3,Maybe,Religious,,45.4,3.1,10.1,18.3,4.4,7.3,19.5
NEPS-SIE-0080,18,8.7,5.1,7.8,Supportive,,Sometimes,Undecided,1.6,3.1,Don't know,20,,1.5,,7.5,Basic phone,Stable,8.9,1.9,0.3,6.6,9.1,Maybe,Professional,,8.4,8.6,3.0,10.0,10.2,1.1,5.5
NEPS-SIE-0080,24,1.0,6.5,7.3,Neutral,Verbal,Sometimes,Vocational,4.0,5.9,Don't know,19,Severe,5.2,,6.8,Basic phone,Stable,2.2,0.5,0.4,2.7,1.3,Yes,Religious,Good,88.3,14.0,8.1,7.9,4.4,16.5,13.8
NEPS-SIE-0081,6,5.0,1.7,2.0,Hostile,Physical,Sometimes,University,0.9,5.0,Don't know,19,Severe,7.4,Family expects,1.7,Smartphone,Stable,1.9,9.0,1.4,0.1,9.5,Maybe,Professional,Good,97.4,17.6,3.4,15.2,0.2,7.0,9.5
NEPS-SIE-0081,12,0.0,8.7,4.7,Supportive,,Sometimes,Vocational,5.3,1.7,Yes,3,,3.0,Self pressure,4.5,Shared,Highly unstable,2.6,4.9,3.6,0.1,7.1,No,Religious,,77.5,17.1,18.0,11.9,2.3,13.7,14.6
NEPS-SIE-0081,18,0.2,9.8,8.6,Hostile,Verbal,Sometimes,Undecided,0.3,5.8,Don't know,13,Moderate,2.1,,1.9,,Highly unstable,1.1,2.7,6.3,5.4,18.2,No,Informal,Some,91.0,7.0,6.6,11.8,18.9,5.5,3.8
NEPS-SIE-0081,24,5.8,7.0,8.3,Supportive,Cyber,Often,Employment,2.9,9.7,No,4,Severe,6.8,Self pressure,6.2,Basic phone,Some instability,4.9,0.6,2.9,4.5,4.3,No,Professional,Good,48.8,0.1,7.0,16.7,1.0,2.8,17.6
NEPS-SIE-0082,6,7.9,5.0,9.6,Hostile,Verbal,Never,Employment,1.4,7.3,No,18,,2.9,,4.7,Shared,Stable,8.1,6.4,4.2,9.7,2.0,Maybe,Religious,,31.1,11.3,13.6,6.4,11.6,13.7,4.0
NEPS-SIE-0082,12,1.4,5.5,3.0,Supportive,Physical,Often,Vocational,3.8,8.8,No,3,Mild,5.3,Self pressure,5.0,Shared,Some instability,3.5,4.7,9.6,4.6,18.3,Yes,,Good,75.6,12.3,6.0,4.9,10.2,2.5,10.9
NEPS-SIE-0082,18,5.7,2.9,7.6,Neutral,Verbal,Often,University,4.6,7.6,Don't know,14,,0.8,Self pressure,8.3,Smartphone,Some instability,5.9,8.2,5.7,6.9,17.3,Yes,Professional,,20.5,2.9,14.8,9.9,4.5,13.5,17.0
NEPS-SIE-0082,24,3.0,3.1,9.9,Supportive,Cyber,Rarely,University,0.7,1.5,Yes,16,,2.5,,4.7,,Some instability,0.6,1.2,4.0,9.8,16.4,No,Religious,,68.1,17.2,12.3,8.6,12.7,3.7,16.4
NEPS-SIE-0083,6,6.6,1.7,7.4,Hostile,Verbal,Often,Undecided,2.9,6.7,Don't know,15,Moderate,6.7,Financial need,3.9,Smartphone,Some instability,4.2,4.2,0.3,4.6,11.3,Yes,Religious,Good,64.5,17.9,12.4,0.9,18.1,19.3,9.4
NEPS-SIE-0083,12,7.2,2.8,9.8,Neutral,Multiple,Rarely,Employment,9.0,5.3,Don't know,2,Mild,6.6,Self pressure,6.6,Shared,Some instability,7.2,7.9,2.8,7.6,6.1,Maybe,Professional,,48.4,19.3,12.1,3.6,14.2,10.1,13.2
NEPS-SIE-0083,18,2.6,7.0,5.9,Hostile,Physical,Often,University,0.4,8.5,Yes,7,,6.7,Financial need,9.3,,Some instability,7.6,9.8,8.1,7.3,4.7,Yes,,Some,92.2,1.2,5.0,0.7,15.0,8.8,7.5
NEPS-SIE-0083,24,6.3,0.3,1.7,Supportive,Cyber,Often,Vocational,9.9,5.7,Yes,6,Moderate,4.9,Self pressure,2.3,Basic phone,Some instability,8.1,8.1,1.9,5.8,12.6,No,Professional,Good,3.3,2.8,0.1,15.5,11.4,17.3,6.8
NEPS-SIE-0084,6,6.8,9.6,7.3,Hostile,Cyber,Rarely,Vocational,5.7,4.7,No,11,Mild,8.0,Financial need,4.3,,Stable,5.7,1.3,5.2,1.0,10.0,Yes,Religious,Good,22.4,18.8,18.4,5.0,14.1,1.4,17.4
NEPS-SIE-0084,12,9.7,0.7,5.8,Hostile,Multiple,Sometimes,Undecided,6.2,5.5,Yes,18,Severe,9.4,Self pressure,6.5,Smartphone,Some instability,4.2,2.0,8.9,0.6,4.1,No,Religious,,91.2,1.2,9.9,16.1,11.3,12.2,16.7
NEPS-SIE-0084,18,8.1,3.5,0.7,Neutral,Multiple,Never,Undecided,9.5,2.7,Yes,3,,5.0,Family expects,6.5,,Some instability,3.0,8.5,9.7,0.2,1.1,Yes,,,68.4,0.4,9.6,7.7,7.5,2.5,14.0
NEPS-SIE-0084,24,5.5,1.2,1.2,Hostile,Physical,Sometimes,Vocational,3.4,9.2,Yes,7,,5.9,Family expects,4.1,Smartphone,Stable,8.7,2.5,0.6,0.6,8.8,Maybe,Professional,Some,35.0,13.1,4.9,5.8,12.1,9.6,2.4
NEPS-SIE-0085,6,0.8,2.5,5.4,Neutral,Physical,Rarely,Undecided,7.1,9.4,Don't know,9,Mild,5.3,Self pressure,3.2,Smartphone,Stable,3.5,4.1,9.5,4.9,1.6,Yes,Informal,Some,74.2,4.2,7.4,16.3,2.8,19.6,14.0
NEPS-SIE-0085,12,6.5,4.5,1.1,Neutral,,Sometimes,Employment,5.9,3.0,Yes,1,Moderate,8.5,Financial need,5.0,,Some instability,4.4,2.2,3.8,6.6,10.6,No,Religious,Good,54.2,7.0,0.5,12.2,17.9,18.5,18.1
NEPS-SIE-0085,18,8.1,5.9,7.6,Neutral,Multiple,Often,Undecided,7.8,9.3,Yes,3,Severe,9.5,Self pressure,8.6,,Some instability,5.7,5.7,5.2,1.6,7.6,No,Informal,Good,90.8,5.6,13.7,5.5,20.0,15.4,5.9
NEPS-SIE-0085,24,5.7,0.4,2.7,Neutral,Physical,Never,University,3.1,6.6,No,5,Severe,4.6,Financial need,0.1,Smartphone,Some instability,4.8,8.4,2.2,0.6,18.8,Maybe,Religious,Good,44.0,5.2,15.7,5.2,9.9,4.5,3.5
NEPS-SIE-0086,6,8.7,6.6,2.3,Hostile,,Rarely,Undecided,5.8,0.4,Don't know,7,,9.5,Self pressure,9.8,Smartphone,Highly unstable,8.4,8.5,5.4,0.4,4.7,Yes,Professional,,44.4,10.2,4.7,6.5,7.4,16.5,8.3
NEPS-SIE-0086,12,6.4,8.8,1.4,Neutral,Multiple,Sometimes,Employment,9.8,9.0,No,15,Moderate,6.2,Family expects,3.7,Shared,Stable,9.1,0.3,6.1,8.1,10.2,No,Religious,Good,37.9,11.7,13.1,3.0,15.3,13.0,19.1
NEPS-SIE-0086,18,9.6,9.9,5.7,Hostile,Multiple,Often,University,8.5,5.3,Yes,19,Severe,6.6,Financial need,3.2,Basic phone,Highly unstable,2.9,2.4,2.4,7.7,7.2,Maybe,Religious,,97.2,13.9,8.9,19.2,8.2,1.6,11.2
NEPS-SIE-0086,24,0.8,3.6,4.8,Supportive,Cyber,Often,Vocational,5.7,8.3,Yes,17,Mild,7.8,Financial need,6.7,Basic phone,Highly unstable,2.6,2.9,3.1,0.8,8.4,Yes,,,88.1,4.0,3.6,9.1,3.3,8.4,15.3
NEPS-SIE-0087,6,7.1,4.7,1.0,Supportive,Cyber,Never,Vocational,9.9,1.3,Don't know,12,Severe,3.5,Financial need,7.0,Basic phone,Highly unstable,2.9,3.4,8.2,3.4,12.2,Yes,Professional,Good,73.9,7.1,9.0,8.2,9.0,16.7,5.8
NEPS-SIE-0087,12,4.8,1.3,1.8,Hostile,Multiple,Never,Vocational,9.0,5.9,No,20,Severe,3.8,Financial need,1.8,Shared,Stable,2.3,4.9,0.5,5.2,10.5,No,,Some,32.3,6.4,3.6,2.9,16.3,14.7,19.8
NEPS-SIE-0087,18,2.1,5.2,5.8,Hostile,Physical,Never,Employment,2.8,1.2,No,15,Severe,2.2,Family expects,2.9,Shared,Highly unstable,7.5,9.2,6.7,1.4,4.1,No,Informal,Good,59.8,0.8,17.8,10.8,3.9,9.8,16.4
NEPS-SIE-0087,24,3.7,2.8,9.5,Neutral,Cyber,Rarely,Undecided,2.9,1.1,Don't know,3,Severe,8.9,Financial need,2.6,Basic phone,Some instability,7.3,1.2,3.5,0.8,15.9,No,Professional,Some,15.7,6.7,9.1,14.7,13.4,1.5,13.8
NEPS-SIE-0088,6,8.9,0.4,1.0,Hostile,Multiple,Sometimes,Vocational,8.4,6.6,Don't know,1,,2.5,Financial need,8.7,Basic phone,Highly unstable,2.0,4.7,4.8,1.9,9.9,Yes,Informal,,87.6,19.0,17.1,15.0,0.1,1.3,11.2
NEPS-SIE-0088,12,2.1,1.8,4.2,Neutral,Multiple,Often,Vocational,6.4,4.8,Don't know,5,Moderate,8.4,Self pressure,6.7,,Highly unstable,3.9,3.6,4.8,1.0,2.2,Maybe,,Some,32.5,13.2,2.3,9.3,6.4,2.3,13.9
NEPS-SIE-0088,18,7.0,7.7,4.8,Neutral,Multiple,Often,Vocational,0.3,2.7,Yes,13,,5.6,Self pressure,2.6,Shared,Some instability,3.9,4.4,4.0,9.1,5.4,No,Informal,Some,63.6,0.9,9.0,4.4,17.5,10.7,15.6
NEPS-SIE-0088,24,1.1,9.7,6.1,Supportive,Multiple,Never,University,8.0,0.9,Don't know,10,Moderate,7.7,,6.5,Basic phone,Some instability,5.4,9.9,8.4,4.0,14.4,Maybe,Informal,Some,33.2,4.3,14.7,18.8,0.7,0.4,18.8
NEPS-SIE-0089,6,1.0,4.0,4.8,Supportive,Physical,Sometimes,University,2.3,7.7,Yes,1,Moderate,7.5,Financial need,6.6,Basic phone,Highly unstable,8.8,8.6,0.8,5.0,14.1,No,,Good,1.5,16.6,12.1,3.0,14.7,15.9,3.9
NEPS-SIE-0089,12,6.1,3.1,3.2,Hostile,,Sometimes,Employment,4.6,1.0,Don't know,18,Severe,3.8,Financial need,0.9,,Highly unstable,2.8,2.8,7.0,5.1,7.6,Maybe,,Some,76.3,14.3,9.0,11.6,0.5,15.4,8.9
NEPS-SIE-0089,18,4.8,1.1,3.1,Supportive,,Never,Vocational,2.1,9.4,Don't know,7,,1.4,Financial need,5.2,Basic phone,Stable,7.7,2.5,3.1,3.4,3.0,Maybe,,Good,26.8,4.2,11.2,9.8,10.0,19.2,4.7
NEPS-SIE-0089,24,4.6,4.8,5.5,Hostile,,Never,Undecided,7.0,3.8,Yes,5,,1.7,Financial need,8.7,Smartphone,Stable,8.9,5.0,6.3,5.2,2.8,No,,Some,0.9,2.4,19.9,14.4,17.6,5.4,6.4
NEPS-SIE-0090,6,8.9,5.6,1.7,Neutral,Multiple,Rarely,Employment,5.2,2.5,No,6,Moderate,9.3,Family expects,1.6,,Stable,3.2,1.8,4.7,9.9,0.1,No,Informal,Good,69.4,10.8,6.6,1.2,9.4,3.1,7.0
NEPS-SIE-0090,12,5.6,2.3,6.3,Supportive,Physical,Sometimes,Undecided,5.8,3.1,Don't know,12,Moderate,5.6,Family expects,0.8,Basic phone,Stable,7.3,2.8,2.6,1.0,15.9,No,,Some,57.6,17.1,12.1,19.3,14.7,12.3,18.2
NEPS-SIE-0090,18,2.1,0.0,2.3,Supportive,,Rarely,Vocational,1.6,8.7,No,2,,1.4,Financial need,4.3,,Some instability,3.0,7.6,2.4,3.9,15.5,No,,Some,31.2,10.4,10.6,17.7,16.8,19.1,18.9
NEPS-SIE-0090,24,8.3,7.1,8.4,Hostile,Cyber,Often,Employment,6.9,5.6,No,20,Moderate,1.8,Self pressure,8.6,Shared,Highly unstable,4.2,6.2,8.8,9.2,3.8,Maybe,Informal,,99.5,3.9,7.2,3.9,11.7,6.6,18.2
NEPS-SIE-0091,6,9.2,5.0,0.1,Neutral,,Sometimes,Undecided,4.0,10.0,Don't know,8,Moderate,6.3,,8.6,,Highly unstable,6.3,4.9,4.7,8.7,15.0,Yes,Professional,Some,2.9,17.9,3.1,14.7,17.4,2.6,8.4
NEPS-SIE-0091,12,8.5,0.6,6.4,Supportive,Physical,Never,Employment,9.8,1.9,Don't know,0,Moderate,8.4,Self pressure,9.0,Basic phone,Highly unstable,7.2,3.7,0.1,6.6,8.3,No,Professional,Good,19.3,15.2,3.0,5.3,3.5,0.9,12.2
NEPS-SIE-0091,18,6.9,4.1,6.4,Supportive,Physical,Sometimes,Employment,1.2,4.7,Don't know,2,Severe,0.9,,1.8,Smartphone,Stable,3.2,6.3,0.2,1.7,0.2,No,Religious,Some,8.1,14.5,4.9,16.7,12.8,18.0,3.8
NEPS-SIE-0091,24,7.6,1.3,0.5,Hostile,Physical,Rarely,Employment,1.4,3.2,Yes,6,Moderate,8.8,Family expects,9.8,Shared,Highly unstable,4.4,0.9,3.6,3.6,15.4,No,,,68.7,3.4,19.0,11.7,3.1,11.4,19.9
NEPS-SIE-0092,6,4.3,6.5,6.8,Neutral,Verbal,Sometimes,Employment,0.9,7.7,No,6,Severe,2.6,,5.2,Basic phone,Some instability,1.4,5.9,3.7,3.8,11.8,Yes,Religious,,10.5,7.2,18.0,3.2,9.5,6.7,18.1
NEPS-SIE-0092,12,1.9,3.6,1.6,Hostile,Verbal,Never,Undecided,8.1,4.6,Don't know,13,Severe,4.7,Family expects,2.5,Shared,Highly unstable,3.4,6.8,3.0,9.7,17.5,No,Professional,Some,42.6,5.4,11.5,11.9,3.3,3.3,6.0
NEPS-SIE-0092,18,6.0,7.0,5.2,Hostile,Verbal,Rarely,Employment,7.9,0.5,Yes,9,Mild,8.0,Financial need,4.0,,Stable,6.6,2.0,1.7,3.1,3.7,Yes,,Good,72.4,3.1,11.1,15.5,0.1,3.2,2.0
NEPS-SIE-0092,24,5.5,3.9,2.1,Neutral,Cyber,Often,Vocational,7.6,1.0,Yes,10,Mild,4.0,Self pressure,9.0,,Highly unstable,3.9,0.7,4.9,7.4,11.7,Yes,Informal,Good,36.9,6.8,16.5,12.2,15.0,18.3,12.9
NEPS-SIE-0093,6,1.4,1.9,2.1,Neutral,,Sometimes,Undecided,6.5,4.3,No,9,Severe,6.8,Financial need,0.3,,Stable,1.6,6.8,8.3,4.6,1.7,No,Professional,,86.2,16.1,0.2,6.4,11.5,7.7,9.1
NEPS-SIE-0093,12,4.9,9.6,4.0,Supportive,Physical,Often,Employment,7.4,1.2,No,16,Moderate,7.8,Self pressure,8.4,Shared,Stable,7.9,9.8,5.3,3.8,13.5,Yes,Professional,Some,94.8,14.2,5.2,10.3,12.3,17.4,8.7
NEPS-SIE-0093,18,4.6,0.4,8.7,Neutral,Physical,Never,Employment,2.5,3.4,No,0,Moderate,1.8,Self pressure,4.2,,Some instability,3.0,0.4,1.1,7.3,10.6,Maybe,Informal,Good,8.4,1.9,14.5,12.7,8.6,5.5,19.4
NEPS-SIE-0093,24,6.9,2.4,8.3,Hostile,Multiple,Often,University,0.8,3.7,Yes,19,,3.8,,3.4,Shared,Some instability,4.0,1.8,7.5,7.2,14.9,Yes,,Good,79.4,11.4,19.9,12.3,10.8,15.9,13.9
NEPS-SIE-0094,6,0.5,5.7,2.2,Neutral,Physical,Rarely,Employment,5.0,0.5,No,5,Moderate,2.7,Financial need,2.1,,Highly unstable,1.3,2.7,6.0,9.8,6.4,Yes,Informal,Good,70.9,4.4,12.2,14.6,12.2,9.2,8.4
NEPS-SIE-0094,12,6.0,5.4,4.8,Hostile,,Sometimes,Employment,3.2,8.2,Yes,14,Severe,2.1,Family expects,6.7,Shared,Some instability,0.3,8.5,9.7,6.3,11.2,Maybe,Professional,Good,74.8,10.6,6.1,15.0,9.0,9.3,3.1
NEPS-SIE-0094,18,5.8,6.2,5.6,Neutral,,Sometimes,Undecided,9.9,3.8,Don't know,4,Severe,6.1,,1.0,Basic phone,Stable,9.9,5.7,1.8,1.6,15.6,No,,,40.9,15.0,8.4,12.0,6.4,7.3,2.1
NEPS-SIE-0094,24,8.8,9.6,7.6,Neutral,Multiple,Often,Vocational,8.6,4.9,No,9,Severe,1.6,Family expects,4.0,Smartphone,Highly unstable,8.3,7.6,6.6,6.8,2.0,No,,Some,41.0,12.7,12.4,2.8,12.4,20.0,12.0
NEPS-SIE-0095,6,7.3,9.5,3.3,Supportive,Verbal,Often,University,9.5,0.2,Don't know,20,Severe,5.5,Family expects,8.5,Basic phone,Some instability,3.7,8.7,1.8,9.4,18.4,Maybe,Informal,Some,6.5,0.6,11.6,9.2,13.7,8.9,4.8
NEPS-SIE-0095,12,1.8,4.6,6.4,Hostile,Physical,Rarely,Vocational,4.6,9.6,Yes,1,Severe,8.7,Financial need,8.6,Smartphone,Some instability,9.6,8.8,5.4,7.2,12.1,No,Professional,Some,48.1,14.5,5.9,8.0,16.4,15.4,7.3
NEPS-SIE-0095,18,7.2,5.1,6.5,Neutral,,Never,Vocational,8.5,7.6,Don't know,3,Mild,3.7,Self pressure,1.4,Basic phone,Some instability,2.1,1.0,6.4,0.7,18.0,Maybe,Informal,Some,34.2,13.8,6.6,9.0,5.2,5.5,0.7
NEPS-SIE-0095,24,1.4,5.2,0.3,Neutral,Multiple,Sometimes,Employment,3.1,7.2,Don't know,20,Moderate,4.8,Financial need,6.7,Basic phone,Highly unstable,8.1,1.3,6.1,8.6,5.1,Yes,Professional,Good,58.3,3.0,0.2,7.3,10.2,17.4,10.3
NEPS-SIE-0096,6,4.8,9.0,9.7,Hostile,Verbal,Sometimes,Employment,3.8,9.3,Don't know,5,Severe,1.8,Financial need,0.1,Smartphone,Some instability,2.2,2.1,1.5,6.1,14.6,Yes,Informal,Some,49.9,11.4,12.8,0.2,14.9,16.4,15.8
NEPS-SIE-0096,12,9.0,7.4,3.6,Supportive,Cyber,Never,Employment,5.1,2.7,Don't know,17,,9.7,,4.5,Basic phone,Stable,2.6,7.4,6.9,6.5,4.9,No,,Good,4.0,12.2,11.0,1.8,3.8,16.6,1.3
NEPS-SIE-0096,18,9.0,5.2,0.6,Supportive,Verbal,Often,Undecided,1.0,8.8,Yes,10,,2.0,,4.4,,Stable,1.0,5.9,6.0,3.0,0.2,Maybe,Professional,,88.7,15.5,3.9,16.1,12.3,9.1,0.0
NEPS-SIE-0096,24,7.5,6.0,4.9,Supportive,Physical,Often,Employment,9.5,3.0,Don't know,7,Moderate,2.8,Self pressure,6.3,Smartphone,Stable,4.9,3.2,9.7,4.7,3.3,Yes,,,30.5,18.5,8.9,12.8,10.8,3.7,15.6
NEPS-SIE-0097,6,7.6,2.1,5.0,Neutral,Multiple,Often,University,6.8,9.3,Yes,18,Mild,3.2,Family expects,7.7,Basic phone,Stable,6.1,1.6,9.6,9.8,13.1,Maybe,Religious,Good,93.3,9.4,17.1,6.1,2.9,6.7,7.1
NEPS-SIE-0097,12,7.5,4.5,4.3,Neutral,Cyber,Never,Undecided,0.6,4.1,Don't know,4,Severe,7.7,,8.2,Basic phone,Stable,6.6,2.6,8.3,0.2,8.5,Maybe,Religious,,56.0,4.0,4.3,10.1,17.1,2.1,4.9
NEPS-SIE-0097,18,3.3,4.8,7.2,Neutral,,Often,Undecided,2.5,9.9,Don't know,12,,1.0,Self pressure,2.8,Shared,Some instability,9.2,1.1,1.3,7.5,6.5,No,,Good,87.4,11.8,11.5,11.2,8.8,6.6,10.9
NEPS-SIE-0097,24,6.6,5.6,8.2,Hostile,,Rarely,University,8.7,7.0,Don't know,10,Moderate,9.1,Financial need,7.5,Basic phone,Stable,3.2,2.3,3.6,2.0,19.4,Maybe,Religious,,74.8,0.5,2.4,8.2,7.9,9.7,1.0
NEPS-SIE-0098,6,5.3,9.1,5.1,Supportive,Multiple,Often,University,9.6,8.7,No,17,Severe,2.8,Self pressure,6.3,Smartphone,Highly unstable,0.9,5.6,1.1,1.6,10.3,Yes,,,65.0,3.8,1.5,13.7,16.4,9.3,17.8
NEPS-SIE-0098,12,9.9,1.5,3.3,Supportive,Multiple,Sometimes,Undecided,5.3,6.9,No,0,Severe,5.7,,6.2,,Stable,0.1,3.2,1.5,8.6,11.7,Maybe,,,66.5,15.4,11.5,7.1,17.6,17.3,3.1
NEPS-SIE-0098,18,7.7,2.1,1.8,Supportive,Multiple,Never,Vocational,5.4,9.5,No,10,Mild,6.6,Family expects,3.0,,Some instability,2.3,9.2,7.7,0.3,17.6,Maybe,Professional,Some,2.5,17.4,17.1,4.2,1.0,8.8,4.0
NEPS-SIE-0098,24,7.7,5.9,1.2,Supportive,Multiple,Never,Vocational,7.6,1.2,No,19,Moderate,7.5,Self pressure,4.2,Basic phone,Stable,8.0,3.6,2.6,1.1,9.1,Yes,,Some,40.0,17.1,7.1,18.9,16.7,8.7,17.0
NEPS-SIE-0099,6,3.0,10.0,0.8,Hostile,Cyber,Often,University,9.5,2.7,Don't know,10,,1.4,Family expects,1.8,Smartphone,Stable,5.2,1.4,4.7,0.4,11.9,Yes,Religious,Some,61.8,16.5,8.4,3.5,10.4,3.0,16.2
